,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,home_recent_win_rate,away_recent_win_rate,home_vs_away_win_rate,is_neutral
6821,2025-03-21,Ghana,Chad,5,0,FIFA World Cup qualification,Accra,Ghana,False,home_win,0.6,0.0,0.0,0
6819,2025-03-21,Guinea,Somalia,0,0,FIFA World Cup qualification,Ebimpé,Ivory Coast,True,draw,0.4,0.0,0.0,1
6817,2025-03-21,Burundi,Ivory Coast,0,1,FIFA World Cup qualification,Meknes,Morocco,True,away_win,0.4,0.6,0.0,1
6820,2025-03-21,Equatorial Guinea,São Tomé and Príncipe,2,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,home_win,0.6,0.0,0.0,0
6815,2025-03-21,South Africa,Lesotho,2,0,FIFA World Cup qualification,Polokwane,South Africa,False,home_win,0.4,0.2,0.0,0
6814,2025-03-21,Rwanda,Nigeria,0,2,FIFA World Cup qualification,Kigali,Rwanda,False,away_win,0.4,0.0,0.0,0
6813,2025-03-21,DR Congo,South Sudan,1,0,FIFA World Cup qualification,Kinshasa,DR Congo,False,home_win,0.4,0.0,0.0,0
6812,2025-03-21,Ethiopia,Egypt,0,2,FIFA World Cup qualification,Casablanca,Morocco,True,away_win,0.0,0.6,0.0,1
6811,2025-03-21,Burkina Faso,Djibouti,4,1,FIFA World Cup qualification,El Jadida,Morocco,True,home_win,0.2,0.0,0.4,1
6810,2025-03-21,New Zealand,Fiji,7,0,FIFA World Cup qualification,Wellington,New Zealand,False,home_win,0.8,0.2,0.2,0
6809,2025-03-21,New Caledonia,Tahiti,3,0,FIFA World Cup qualification,Wellington,New Zealand,True,home_win,0.4,0.4,0.0,1
6808,2025-03-21,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False,away_win,0.2,0.4,0.2,0
6807,2025-03-21,Ecuador,Venezuela,2,1,FIFA World Cup qualification,Quito,Ecuador,False,home_win,0.6,0.0,0.2,0
6816,2025-03-21,Morocco,Niger,2,1,FIFA World Cup qualification,Oujda,Morocco,False,home_win,0.6,0.4,0.0,0
6837,2025-03-22,Czech Republic,Faroe Islands,2,1,FIFA World Cup qualification,Hradec Králové,Czech Republic,False,home_win,0.4,0.2,0.0,0
6836,2025-03-22,Montenegro,Gibraltar,3,1,FIFA World Cup qualification,Nikšić,Montenegro,False,home_win,0.2,0.0,0.4,0
6835,2025-03-22,Wales,Kazakhstan,3,1,FIFA World Cup qualification,Cardiff,Wales,False,home_win,0.4,0.0,0.0,0
6834,2025-03-22,Liechtenstein,North Macedonia,0,3,FIFA World Cup qualification,Vaduz,Liechtenstein,False,away_win,0.0,0.6,0.0,0
6833,2025-03-22,Israel,Estonia,2,1,FIFA World Cup qualification,Debrecen,Hungary,True,home_win,0.4,0.2,0.0,1
6831,2025-03-22,Sudan,Senegal,0,0,FIFA World Cup qualification,Benghazi,Libya,True,draw,0.6,0.4,0.0,1
6830,2025-03-22,Togo,Mauritania,2,2,FIFA World Cup qualification,Lomé,Togo,False,draw,0.2,0.0,0.0,0
6832,2025-03-22,Moldova,Norway,0,5,FIFA World Cup qualification,Chișinău,Moldova,False,away_win,0.0,0.4,0.0,0
6852,2025-03-23,Eswatini,Mauritius,3,3,FIFA World Cup qualification,Mbombela,South Africa,True,draw,0.0,0.2,0.0,1
6853,2025-03-23,Kenya,Gabon,1,2,FIFA World Cup qualification,Nairobi,Kenya,False,away_win,0.2,0.8,0.0,0
6863,2025-03-24,Lithuania,Finland,2,2,FIFA World Cup qualification,Kaunas,Lithuania,False,draw,0.2,0.6,0.0,0
6867,2025-03-24,England,Latvia,3,0,FIFA World Cup qualification,London,England,False,home_win,0.6,0.4,0.0,0
6866,2025-03-24,San Marino,Romania,1,5,FIFA World Cup qualification,Serravalle,San Marino,False,away_win,0.0,0.4,0.0,0
6865,2025-03-24,Bosnia and Herzegovina,Cyprus,2,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,home_win,0.4,0.2,0.0,0
6864,2025-03-24,Poland,Malta,2,0,FIFA World Cup qualification,Warsaw,Poland,False,home_win,0.4,0.0,0.0,0
6868,2025-03-24,Albania,Andorra,3,0,FIFA World Cup qualification,Tirana,Albania,False,home_win,0.4,0.2,0.4,0
6862,2025-03-24,Madagascar,Ghana,0,3,FIFA World Cup qualification,Al Hoceima,Morocco,True,away_win,0.6,0.8,0.0,1
6858,2025-03-24,Namibia,Equatorial Guinea,1,1,FIFA World Cup qualification,Johannesburg,South Africa,True,draw,0.4,0.8,0.0,1
6860,2025-03-24,Tunisia,Malawi,2,0,FIFA World Cup qualification,Radès,Tunisia,False,home_win,0.8,0.4,0.2,0
6859,2025-03-24,Liberia,São Tomé and Príncipe,2,1,FIFA World Cup qualification,Monrovia,Liberia,False,home_win,0.2,0.0,0.2,0
6857,2025-03-24,Ivory Coast,Gambia,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,home_win,0.8,0.2,0.2,0
6856,2025-03-24,Ethiopia,Djibouti,6,1,FIFA World Cup qualification,El Jadida,Morocco,True,home_win,0.0,0.0,0.0,1
6855,2025-03-24,Guinea-Bissau,Burkina Faso,1,2,FIFA World Cup qualification,Bissau,Guinea-Bissau,False,away_win,0.2,0.4,0.0,0
6854,2025-03-24,New Zealand,New Caledonia,3,0,FIFA World Cup qualification,Auckland,New Zealand,False,home_win,0.8,0.6,0.2,0
6861,2025-03-24,Central African Republic,Mali,0,0,FIFA World Cup qualification,Casablanca,Morocco,True,draw,0.2,0.4,0.0,1
6914,2025-03-25,Nigeria,Zimbabwe,1,1,FIFA World Cup qualification,Uyo,Nigeria,False,draw,0.2,0.0,0.0,0
6915,2025-03-25,Rwanda,Lesotho,1,1,FIFA World Cup qualification,Kigali,Rwanda,False,draw,0.4,0.2,0.2,0
6916,2025-03-25,Angola,Cape Verde,1,2,FIFA World Cup qualification,Luanda,Angola,False,away_win,0.2,0.6,0.0,0
6917,2025-03-25,Cameroon,Libya,3,1,FIFA World Cup qualification,Yaounde,Cameroon,False,home_win,0.4,0.4,0.0,0
6918,2025-03-25,Morocco,Tanzania,2,0,FIFA World Cup qualification,Oujda,Morocco,False,home_win,0.8,0.4,0.2,0
6919,2025-03-25,Burundi,Seychelles,5,0,FIFA World Cup qualification,Meknes,Morocco,True,home_win,0.4,0.0,0.2,1
6922,2025-03-25,Algeria,Mozambique,5,1,FIFA World Cup qualification,Tizi Ouzou,Algeria,False,home_win,0.8,0.8,0.2,0
6921,2025-03-25,Botswana,Somalia,2,0,FIFA World Cup qualification,Francistown,Botswana,False,home_win,0.4,0.0,0.2,0
6913,2025-03-25,Benin,South Africa,0,2,FIFA World Cup qualification,Abidjan,Ivory Coast,True,away_win,0.4,0.6,0.0,1
6923,2025-03-25,Comoros,Chad,1,0,FIFA World Cup qualification,Berkane,Morocco,True,home_win,0.6,0.0,0.2,1
6924,2025-03-25,Moldova,Estonia,2,3,FIFA World Cup qualification,Chișinău,Moldova,False,away_win,0.0,0.2,0.0,0
6925,2025-03-25,Israel,Norway,2,4,FIFA World Cup qualification,Debrecen,Hungary,True,away_win,0.6,0.4,0.0,1
6926,2025-03-25,Liechtenstein,Kazakhstan,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,away_win,0.0,0.0,0.0,0
6927,2025-03-25,North Macedonia,Wales,1,1,FIFA World Cup qualification,Skopje,North Macedonia,False,draw,0.8,0.4,0.0,0
6920,2025-03-25,Uganda,Guinea,1,0,FIFA World Cup qualification,Kira,Uganda,False,home_win,0.4,0.4,0.0,0
6912,2025-03-25,Sudan,South Sudan,1,1,FIFA World Cup qualification,Benghazi,Libya,True,draw,0.6,0.0,0.2,1
6908,2025-03-25,Indonesia,Bahrain,1,0,FIFA World Cup qualification,Jakarta,Indonesia,False,home_win,0.2,0.0,0.0,0
6910,2025-03-25,Mauritania,DR Congo,0,2,FIFA World Cup qualification,Nouadhibou,Mauritania,False,away_win,0.0,0.6,0.0,0
6928,2025-03-25,Gibraltar,Czech Republic,0,4,FIFA World Cup qualification,Faro-Loulé,Portugal,True,away_win,0.0,0.6,0.0,1
6895,2025-03-25,Bolivia,Uruguay,0,0,FIFA World Cup qualification,El Alto,Bolivia,False,draw,0.2,0.2,0.2,0
6896,2025-03-25,Colombia,Paraguay,2,2,FIFA World Cup qualification,Barranquilla,Colombia,False,draw,0.2,0.6,0.2,0
6897,2025-03-25,Venezuela,Peru,1,0,FIFA World Cup qualification,Maturín,Venezuela,False,home_win,0.0,0.4,0.0,0
6898,2025-03-25,Argentina,Brazil,4,1,FIFA World Cup qualification,Buenos Aires,Argentina,False,home_win,0.6,0.6,0.2,0
6899,2025-03-25,Chile,Ecuador,0,0,FIFA World Cup qualification,Santiago,Chile,False,draw,0.2,0.6,0.0,0
6900,2025-03-25,Iran,Uzbekistan,2,2,FIFA World Cup qualification,Tehran,Iran,False,draw,0.8,0.6,0.0,0
6901,2025-03-25,Kyrgyzstan,Qatar,3,1,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,home_win,0.2,0.6,0.0,0
6902,2025-03-25,North Korea,United Arab Emirates,1,2,FIFA World Cup qualification,Riyadh,Saudi Arabia,True,away_win,0.0,0.4,0.0,1
6903,2025-03-25,South Korea,Jordan,1,1,FIFA World Cup qualification,Suwon,South Korea,False,draw,0.6,0.4,0.2,0
6904,2025-03-25,Kuwait,Oman,0,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,away_win,0.0,0.4,0.0,0
6905,2025-03-25,Palestine,Iraq,2,1,FIFA World Cup qualification,Amman,Jordan,True,home_win,0.0,0.4,0.0,1
6906,2025-03-25,China PR,Australia,0,2,FIFA World Cup qualification,Hangzhou,China PR,False,away_win,0.4,0.4,0.0,0
6907,2025-03-25,Japan,Saudi Arabia,0,0,FIFA World Cup qualification,Saitama,Japan,False,draw,0.8,0.2,0.4,0
6909,2025-03-25,Egypt,Sierra Leone,1,0,FIFA World Cup qualification,Cairo,Egypt,False,home_win,0.8,0.4,0.2,0
6911,2025-03-25,Senegal,Togo,2,0,FIFA World Cup qualification,Diamniadio,Senegal,False,home_win,0.4,0.0,0.2,0
6929,2025-03-25,Montenegro,Faroe Islands,1,0,FIFA World Cup qualification,Nikšić,Montenegro,False,home_win,0.4,0.0,0.0,0
