,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,home_recent_win_rate,away_recent_win_rate,home_vs_away_win_rate,is_neutral
5965,2024-06-07,Mozambique,Somalia,2,1,FIFA World Cup qualification,Maputo,Mozambique,False,home_win,0.4,0.2,0.0,0
5963,2024-06-07,Kenya,Burundi,1,1,FIFA World Cup qualification,Lilongwe,Malawi,True,draw,0.4,0.2,0.0,1
5966,2024-06-07,Uganda,Botswana,1,0,FIFA World Cup qualification,Kira,Uganda,False,home_win,0.4,0.2,0.0,0
5961,2024-06-07,Angola,Eswatini,1,0,FIFA World Cup qualification,Luanda,Angola,False,home_win,0.0,0.0,0.0,0
5960,2024-06-07,Nigeria,South Africa,1,1,FIFA World Cup qualification,Uyo,Nigeria,False,draw,0.0,0.6,0.0,0
5962,2024-06-07,Morocco,Zambia,2,1,FIFA World Cup qualification,Agadir,Morocco,False,home_win,0.4,0.4,0.0,0
5959,2024-06-07,Zimbabwe,Lesotho,0,2,FIFA World Cup qualification,Johannesburg,South Africa,True,away_win,0.0,0.0,0.0,1
5989,2024-06-08,Anguilla,Suriname,0,4,FIFA World Cup qualification,The Valley,Anguilla,False,away_win,0.0,0.8,0.0,0
5988,2024-06-08,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,Road Town,British Virgin Islands,False,away_win,0.0,0.8,0.0,0
5987,2024-06-08,Belize,Nicaragua,0,4,FIFA World Cup qualification,Belmopan,Belize,False,away_win,0.2,0.6,0.0,0
5986,2024-06-08,Aruba,Curaçao,0,2,FIFA World Cup qualification,Oranjestad,Aruba,False,away_win,0.2,0.4,0.0,0
5984,2024-06-08,Cayman Islands,Antigua and Barbuda,1,0,FIFA World Cup qualification,George Town,Cayman Islands,False,home_win,0.0,0.4,0.0,0
5983,2024-06-08,Gambia,Seychelles,5,1,FIFA World Cup qualification,Berkane,Morocco,True,home_win,0.0,0.0,0.0,1
5982,2024-06-08,Cameroon,Cape Verde,4,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,home_win,0.4,0.6,0.0,0
5985,2024-06-08,Bahamas,Trinidad and Tobago,1,7,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,True,away_win,0.0,0.4,0.0,1
6002,2024-06-09,Barbados,Haiti,1,3,FIFA World Cup qualification,Bridgetown,Barbados,False,away_win,0.2,0.6,0.0,0
6005,2024-06-09,Saint Vincent and the Grenadines,El Salvador,1,3,FIFA World Cup qualification,Paramaribo,Suriname,True,away_win,0.2,0.0,0.0,1
6004,2024-06-09,Dominica,Jamaica,2,3,FIFA World Cup qualification,Roseau,Dominica,False,away_win,0.2,0.4,0.0,0
6003,2024-06-09,Montserrat,Panama,1,3,FIFA World Cup qualification,Managua,Nicaragua,True,away_win,0.4,0.4,0.0,1
6001,2024-06-09,Grenada,Costa Rica,0,3,FIFA World Cup qualification,St. George's,Grenada,False,away_win,0.2,0.6,0.0,0
5995,2024-06-09,Djibouti,Ethiopia,1,1,FIFA World Cup qualification,El Jadida,Morocco,True,draw,0.0,0.0,0.0,1
5999,2024-06-09,Namibia,Tunisia,0,0,FIFA World Cup qualification,Johannesburg,South Africa,True,draw,0.2,0.8,0.0,1
5998,2024-06-09,São Tomé and Príncipe,Liberia,0,1,FIFA World Cup qualification,Oujda,Morocco,True,away_win,0.0,0.2,0.0,1
5997,2024-06-09,DR Congo,Togo,1,0,FIFA World Cup qualification,Kinshasa,DR Congo,False,home_win,0.2,0.2,0.0,0
5996,2024-06-09,Mauritania,Senegal,0,1,FIFA World Cup qualification,Nouakchott,Mauritania,False,away_win,0.0,0.4,0.0,0
6000,2024-06-09,Bermuda,Honduras,1,6,FIFA World Cup qualification,Hamilton,Bermuda,False,away_win,0.2,0.2,0.0,0
6014,2024-06-10,Guinea,Mozambique,0,1,FIFA World Cup qualification,El Jadida,Morocco,True,away_win,0.4,0.6,0.0,1
6016,2024-06-10,Ghana,Central African Republic,4,3,FIFA World Cup qualification,Kumasi,Ghana,False,home_win,0.6,0.2,0.0,0
6013,2024-06-10,Uganda,Algeria,1,2,FIFA World Cup qualification,Kira,Uganda,False,away_win,0.4,0.6,0.0,0
6015,2024-06-10,Equatorial Guinea,Malawi,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,home_win,0.6,0.4,0.0,0
6011,2024-06-10,Benin,Nigeria,2,1,FIFA World Cup qualification,Abidjan,Ivory Coast,True,home_win,0.4,0.0,0.0,1
6010,2024-06-10,Burkina Faso,Sierra Leone,2,2,FIFA World Cup qualification,Bamako,Mali,True,draw,0.2,0.4,0.0,1
6009,2024-06-10,Guinea-Bissau,Egypt,1,1,FIFA World Cup qualification,Bissau,Guinea-Bissau,False,draw,0.2,0.8,0.0,0
6012,2024-06-10,Somalia,Botswana,1,3,FIFA World Cup qualification,Maputo,Mozambique,True,away_win,0.2,0.2,0.0,1
6049,2024-06-11,Malaysia,Taiwan,3,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,home_win,0.4,0.0,0.2,0
6050,2024-06-11,Turkmenistan,Hong Kong,0,0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,draw,0.0,0.0,0.0,0
6052,2024-06-11,Indonesia,Philippines,2,0,FIFA World Cup qualification,Jakarta,Indonesia,False,home_win,0.4,0.0,0.0,0
6053,2024-06-11,Iraq,Vietnam,3,1,FIFA World Cup qualification,Basra,Iraq,False,home_win,1.0,0.4,0.2,0
6054,2024-06-11,Tajikistan,Pakistan,3,0,FIFA World Cup qualification,Dushanbe,Tajikistan,False,home_win,0.2,0.0,0.2,0
6055,2024-06-11,Saudi Arabia,Jordan,1,2,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,away_win,0.8,0.6,0.2,0
6056,2024-06-11,United Arab Emirates,Bahrain,1,1,FIFA World Cup qualification,Dubai,United Arab Emirates,False,draw,1.0,0.6,0.2,0
6058,2024-06-11,Lebanon,Bangladesh,4,0,FIFA World Cup qualification,Al Rayyan,Qatar,True,home_win,0.0,0.0,0.0,1
6048,2024-06-11,Oman,Kyrgyzstan,1,1,FIFA World Cup qualification,Muscat,Oman,False,draw,0.8,0.6,0.0,0
6059,2024-06-11,Australia,Palestine,5,0,FIFA World Cup qualification,Perth,Australia,False,home_win,1.0,0.4,0.2,0
6060,2024-06-11,Cuba,Cayman Islands,3,0,FIFA World Cup qualification,Santiago,Cuba,False,home_win,0.4,0.2,0.0,0
6061,2024-06-11,Saint Kitts and Nevis,Bahamas,1,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False,home_win,0.2,0.0,0.2,0
6062,2024-06-11,Saint Lucia,Aruba,2,2,FIFA World Cup qualification,Bridgetown,Barbados,True,draw,0.0,0.2,0.0,1
6063,2024-06-11,Guyana,Belize,3,1,FIFA World Cup qualification,Bridgetown,Barbados,True,home_win,0.2,0.2,0.0,1
6064,2024-06-11,Dominican Republic,British Virgin Islands,4,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,False,home_win,0.4,0.0,0.0,0
6065,2024-06-11,Puerto Rico,Anguilla,8,0,FIFA World Cup qualification,Bayamón,Puerto Rico,False,home_win,0.4,0.0,0.0,0
6057,2024-06-11,Yemen,Nepal,2,2,FIFA World Cup qualification,Dammam,Saudi Arabia,True,draw,0.2,0.0,0.2,1
6047,2024-06-11,South Korea,China PR,1,0,FIFA World Cup qualification,Seoul,South Korea,False,home_win,0.8,0.4,0.2,0
6051,2024-06-11,Iran,Uzbekistan,0,0,FIFA World Cup qualification,Tehran,Iran,False,draw,0.8,0.8,0.0,0
6045,2024-06-11,North Korea,Myanmar,4,1,FIFA World Cup qualification,Vientiane,Laos,True,home_win,0.4,0.0,0.2,1
6029,2024-06-11,South Sudan,Sudan,0,3,FIFA World Cup qualification,Juba,South Sudan,False,away_win,0.0,0.4,0.0,0
6046,2024-06-11,Thailand,Singapore,3,1,FIFA World Cup qualification,Bangkok,Thailand,False,home_win,0.2,0.0,0.2,0
6031,2024-06-11,South Africa,Zimbabwe,3,1,FIFA World Cup qualification,Bloemfontein,South Africa,False,home_win,0.4,0.0,0.2,0
6032,2024-06-11,Cape Verde,Libya,1,0,FIFA World Cup qualification,Praia,Cape Verde,False,home_win,0.4,0.4,0.0,0
6033,2024-06-11,Mauritius,Eswatini,2,1,FIFA World Cup qualification,Saint Pierre,Mauritius,False,home_win,0.0,0.0,0.0,0
6034,2024-06-11,Angola,Cameroon,1,1,FIFA World Cup qualification,Luanda,Angola,False,draw,0.2,0.6,0.0,0
6035,2024-06-11,Zambia,Tanzania,0,1,FIFA World Cup qualification,Ndola,Zambia,False,away_win,0.4,0.4,0.0,0
6036,2024-06-11,Morocco,Congo,6,0,FIFA World Cup qualification,Agadir,Morocco,False,home_win,0.6,0.0,0.0,0
6030,2024-06-11,Lesotho,Rwanda,0,1,FIFA World Cup qualification,Durban,South Africa,True,away_win,0.2,0.2,0.0,1
6038,2024-06-11,Gabon,Gambia,3,2,FIFA World Cup qualification,Franceville,Gabon,False,home_win,0.6,0.2,0.0,0
6039,2024-06-11,Seychelles,Burundi,1,3,FIFA World Cup qualification,Berkane,Morocco,True,away_win,0.0,0.2,0.0,1
6040,2024-06-11,Madagascar,Mali,0,0,FIFA World Cup qualification,Johannesburg,South Africa,True,draw,0.4,0.2,0.0,1
6041,2024-06-11,Chad,Comoros,0,2,FIFA World Cup qualification,Oujda,Morocco,True,away_win,0.0,0.4,0.0,1
6042,2024-06-11,Kuwait,Afghanistan,1,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,home_win,0.2,0.2,0.2,0
6043,2024-06-11,Qatar,India,2,1,FIFA World Cup qualification,Al Rayyan,Qatar,False,home_win,0.8,0.2,0.4,0
6044,2024-06-11,Japan,Syria,5,0,FIFA World Cup qualification,Hiroshima,Japan,False,home_win,0.8,0.4,0.2,0
6037,2024-06-11,Kenya,Ivory Coast,0,0,FIFA World Cup qualification,Lilongwe,Malawi,True,draw,0.4,0.8,0.0,1
6222,2024-09-05,Saudi Arabia,Indonesia,1,1,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,draw,0.6,0.6,0.0,0
6221,2024-09-05,Australia,Bahrain,0,1,FIFA World Cup qualification,Robina,Australia,False,away_win,1.0,0.4,0.0,0
6220,2024-09-05,Japan,China PR,7,0,FIFA World Cup qualification,Saitama,Japan,False,home_win,1.0,0.2,0.4,0
6219,2024-09-05,Jordan,Kuwait,1,1,FIFA World Cup qualification,Amman,Jordan,False,draw,0.8,0.4,0.0,0
6218,2024-09-05,South Korea,Palestine,0,0,FIFA World Cup qualification,Seoul,South Korea,False,draw,0.8,0.4,0.0,0
6214,2024-09-05,Qatar,United Arab Emirates,1,3,FIFA World Cup qualification,Al Rayyan,Qatar,False,away_win,0.8,0.8,0.0,0
6216,2024-09-05,Iran,Kyrgyzstan,1,0,FIFA World Cup qualification,Fuladshahr,Iran,False,home_win,0.6,0.6,0.0,0
6215,2024-09-05,Uzbekistan,North Korea,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,home_win,0.6,0.6,0.0,0
6213,2024-09-05,Argentina,Chile,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,home_win,0.8,0.2,0.2,0
6212,2024-09-05,Bolivia,Venezuela,4,0,FIFA World Cup qualification,El Alto,Bolivia,False,home_win,0.2,0.4,0.2,0
6217,2024-09-05,Iraq,Oman,1,0,FIFA World Cup qualification,Basra,Iraq,False,home_win,1.0,0.6,0.0,0
6254,2024-09-06,Brazil,Ecuador,1,0,FIFA World Cup qualification,Curitiba,Brazil,False,home_win,0.2,0.6,0.2,0
6252,2024-09-06,Peru,Colombia,1,1,FIFA World Cup qualification,Lima,Peru,False,draw,0.0,0.4,0.2,0
6253,2024-09-06,Uruguay,Paraguay,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,draw,0.6,0.2,0.2,0
6250,2024-09-06,Cook Islands,Tonga,1,3,FIFA World Cup qualification,Apia,Samoa,True,away_win,0.0,0.0,0.0,1
6251,2024-09-06,Samoa,American Samoa,2,0,FIFA World Cup qualification,Apia,Samoa,False,home_win,0.0,0.0,0.0,0
6313,2024-09-09,Samoa,Tonga,2,1,FIFA World Cup qualification,Apia,Samoa,False,home_win,0.2,0.2,0.0,0
6365,2024-09-10,China PR,Saudi Arabia,1,2,FIFA World Cup qualification,Dalian,China PR,False,away_win,0.2,0.4,0.0,0
6364,2024-09-10,Indonesia,Australia,0,0,FIFA World Cup qualification,Jakarta,Indonesia,False,draw,0.6,0.8,0.0,0
6363,2024-09-10,Bahrain,Japan,0,5,FIFA World Cup qualification,Riffa,Bahrain,False,away_win,0.6,1.0,0.0,0
6362,2024-09-10,Palestine,Jordan,1,3,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,away_win,0.4,0.8,0.0,1
6361,2024-09-10,Kuwait,Iraq,0,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,draw,0.2,1.0,0.0,0
6359,2024-09-10,United Arab Emirates,Iran,0,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,away_win,0.8,0.8,0.0,0
6360,2024-09-10,Oman,South Korea,1,3,FIFA World Cup qualification,Muscat,Oman,False,away_win,0.6,0.6,0.0,0
6357,2024-09-10,North Korea,Qatar,2,2,FIFA World Cup qualification,Vientiane,Laos,True,draw,0.6,0.6,0.0,1
6356,2024-09-10,Paraguay,Brazil,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,home_win,0.2,0.2,0.0,0
6355,2024-09-10,Venezuela,Uruguay,0,0,FIFA World Cup qualification,Maturín,Venezuela,False,draw,0.2,0.6,0.0,0
6354,2024-09-10,Chile,Bolivia,1,2,FIFA World Cup qualification,Santiago,Chile,False,away_win,0.2,0.4,0.2,0
6353,2024-09-10,Ecuador,Peru,1,0,FIFA World Cup qualification,Quito,Ecuador,False,home_win,0.4,0.0,0.0,0
6352,2024-09-10,Colombia,Argentina,2,1,FIFA World Cup qualification,Barranquilla,Colombia,False,home_win,0.4,0.8,0.0,0
6358,2024-09-10,Kyrgyzstan,Uzbekistan,2,3,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,away_win,0.4,0.8,0.0,0
6402,2024-10-10,Jordan,South Korea,0,2,FIFA World Cup qualification,Amman,Jordan,False,away_win,0.8,0.8,0.0,0
6407,2024-10-10,Saudi Arabia,Japan,0,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,away_win,0.4,1.0,0.2,0
6406,2024-10-10,Australia,China PR,3,1,FIFA World Cup qualification,Adelaide,Australia,False,home_win,0.6,0.2,0.2,0
6405,2024-10-10,Bahrain,Indonesia,2,2,FIFA World Cup qualification,Riffa,Bahrain,False,draw,0.4,0.4,0.0,0
6404,2024-10-10,Iraq,Palestine,1,0,FIFA World Cup qualification,Basra,Iraq,False,home_win,0.8,0.2,0.0,0
6403,2024-10-10,Oman,Kuwait,4,0,FIFA World Cup qualification,Muscat,Oman,False,home_win,0.4,0.2,0.0,0
6401,2024-10-10,United Arab Emirates,North Korea,1,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,draw,0.6,0.4,0.0,0
6396,2024-10-10,Chile,Brazil,1,2,FIFA World Cup qualification,Santiago,Chile,False,away_win,0.0,0.2,0.0,0
6399,2024-10-10,Qatar,Kyrgyzstan,3,1,FIFA World Cup qualification,Doha,Qatar,False,home_win,0.4,0.2,0.0,0
6398,2024-10-10,Fiji,Solomon Islands,1,0,FIFA World Cup qualification,Suva,Fiji,False,home_win,0.2,0.6,0.0,0
6397,2024-10-10,Papua New Guinea,New Caledonia,1,3,FIFA World Cup qualification,Suva,Fiji,True,away_win,0.4,0.0,0.2,1
6395,2024-10-10,Venezuela,Argentina,1,1,FIFA World Cup qualification,Maturín,Venezuela,False,draw,0.2,0.6,0.0,0
6394,2024-10-10,Ecuador,Paraguay,0,0,FIFA World Cup qualification,Quito,Ecuador,False,draw,0.4,0.4,0.2,0
6393,2024-10-10,Bolivia,Colombia,1,0,FIFA World Cup qualification,El Alto,Bolivia,False,home_win,0.6,0.6,0.0,0
6400,2024-10-10,Uzbekistan,Iran,0,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,draw,0.8,0.8,0.0,0
6440,2024-10-11,Peru,Uruguay,1,0,FIFA World Cup qualification,Lima,Peru,False,home_win,0.0,0.6,0.0,0
6441,2024-10-11,New Zealand,Tahiti,3,0,FIFA World Cup qualification,Port Vila,Vanuatu,True,home_win,0.8,0.0,0.2,1
6459,2024-10-12,Vanuatu,Samoa,4,1,FIFA World Cup qualification,Port Vila,Vanuatu,False,home_win,0.0,0.4,0.0,0
6540,2024-10-15,Jordan,Oman,4,0,FIFA World Cup qualification,Amman,Jordan,False,home_win,0.6,0.4,0.0,0
6544,2024-10-15,China PR,Indonesia,2,1,FIFA World Cup qualification,Qingdao,China PR,False,home_win,0.0,0.2,0.0,0
6543,2024-10-15,Japan,Australia,1,1,FIFA World Cup qualification,Saitama,Japan,False,draw,1.0,0.6,0.4,0
6542,2024-10-15,South Korea,Iraq,3,2,FIFA World Cup qualification,Yongin,South Korea,False,home_win,0.8,0.8,0.2,0
6541,2024-10-15,Palestine,Kuwait,2,2,FIFA World Cup qualification,Al Rayyan,Qatar,True,draw,0.0,0.2,0.0,1
6539,2024-10-15,Kyrgyzstan,North Korea,1,0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,home_win,0.0,0.4,0.0,0
6545,2024-10-15,Saudi Arabia,Bahrain,0,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,draw,0.4,0.2,0.0,0
6537,2024-10-15,Uzbekistan,United Arab Emirates,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,home_win,0.6,0.4,0.0,0
6532,2024-10-15,Colombia,Chile,4,0,FIFA World Cup qualification,Barranquilla,Colombia,False,home_win,0.6,0.0,0.2,0
6533,2024-10-15,Paraguay,Venezuela,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,home_win,0.2,0.0,0.4,0
6538,2024-10-15,Iran,Qatar,4,1,FIFA World Cup qualification,Dubai,United Arab Emirates,True,home_win,0.6,0.4,0.0,1
6535,2024-10-15,Argentina,Bolivia,6,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,home_win,0.4,0.8,0.6,0
6536,2024-10-15,Brazil,Peru,4,0,FIFA World Cup qualification,Brasília,Brazil,False,home_win,0.4,0.2,0.6,0
6534,2024-10-15,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,draw,0.4,0.4,0.2,0
6580,2024-11-14,Australia,Saudi Arabia,0,0,FIFA World Cup qualification,Melbourne,Australia,False,draw,0.4,0.2,0.0,0
6579,2024-11-14,Bahrain,China PR,0,1,FIFA World Cup qualification,Riffa,Bahrain,False,away_win,0.2,0.2,0.0,0
6578,2024-11-14,Oman,Palestine,1,0,FIFA World Cup qualification,Muscat,Oman,False,home_win,0.2,0.0,0.0,0
6577,2024-11-14,Iraq,Jordan,0,0,FIFA World Cup qualification,Basra,Iraq,False,draw,0.6,0.6,0.0,0
6575,2024-11-14,United Arab Emirates,Kyrgyzstan,3,0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,home_win,0.2,0.2,0.0,0
6576,2024-11-14,Kuwait,South Korea,1,3,FIFA World Cup qualification,Kuwait City,Kuwait,False,away_win,0.2,0.8,0.0,0
6572,2024-11-14,Papua New Guinea,Fiji,3,3,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False,draw,0.4,0.4,0.2,0
6571,2024-11-14,Solomon Islands,New Caledonia,2,3,FIFA World Cup qualification,Port Moresby,Papua New Guinea,True,away_win,0.6,0.2,0.0,1
6570,2024-11-14,Paraguay,Argentina,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,home_win,0.4,0.6,0.0,0
6569,2024-11-14,Ecuador,Bolivia,4,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,home_win,0.4,0.6,0.6,0
6568,2024-11-14,Venezuela,Brazil,1,1,FIFA World Cup qualification,Maturín,Venezuela,False,draw,0.0,0.6,0.0,0
6573,2024-11-14,North Korea,Iran,2,3,FIFA World Cup qualification,Vientiane,Laos,True,away_win,0.2,0.6,0.0,1
6574,2024-11-14,Qatar,Uzbekistan,3,2,FIFA World Cup qualification,Al Rayyan,Qatar,False,home_win,0.4,0.6,0.0,0
6598,2024-11-15,Peru,Chile,0,0,FIFA World Cup qualification,Lima,Peru,False,draw,0.2,0.0,0.2,0
6599,2024-11-15,Uruguay,Colombia,3,2,FIFA World Cup qualification,Montevideo,Uruguay,False,home_win,0.2,0.6,0.2,0
6600,2024-11-15,Samoa,Tahiti,0,3,FIFA World Cup qualification,Hamilton,New Zealand,True,away_win,0.4,0.0,0.0,1
6601,2024-11-15,New Zealand,Vanuatu,8,1,FIFA World Cup qualification,Hamilton,New Zealand,False,home_win,0.8,0.2,0.0,0
6602,2024-11-15,Indonesia,Japan,0,4,FIFA World Cup qualification,Jakarta,Indonesia,False,away_win,0.2,0.8,0.0,0
6630,2024-11-17,Papua New Guinea,Solomon Islands,1,2,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False,away_win,0.4,0.4,0.0,0
6629,2024-11-17,Fiji,New Caledonia,1,1,FIFA World Cup qualification,Port Moresby,Papua New Guinea,True,draw,0.4,0.4,0.2,1
6650,2024-11-18,New Zealand,Samoa,8,0,FIFA World Cup qualification,Auckland,New Zealand,False,home_win,0.8,0.4,0.0,0
6649,2024-11-18,Tahiti,Vanuatu,2,0,FIFA World Cup qualification,Auckland,New Zealand,True,home_win,0.2,0.2,0.0,1
6673,2024-11-19,Bolivia,Paraguay,2,2,FIFA World Cup qualification,El Alto,Bolivia,False,draw,0.6,0.6,0.2,0
6685,2024-11-19,Indonesia,Saudi Arabia,2,0,FIFA World Cup qualification,Jakarta,Indonesia,False,home_win,0.0,0.2,0.0,0
6684,2024-11-19,Bahrain,Australia,2,2,FIFA World Cup qualification,Riffa,Bahrain,False,draw,0.2,0.2,0.2,0
6683,2024-11-19,Kuwait,Jordan,1,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,draw,0.0,0.4,0.0,0
6682,2024-11-19,Oman,Iraq,0,1,FIFA World Cup qualification,Muscat,Oman,False,away_win,0.4,0.4,0.0,0
6681,2024-11-19,Palestine,South Korea,1,1,FIFA World Cup qualification,Amman,Jordan,True,draw,0.0,0.8,0.0,1
6680,2024-11-19,United Arab Emirates,Qatar,5,0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,home_win,0.4,0.4,0.2,0
6686,2024-11-19,China PR,Japan,1,3,FIFA World Cup qualification,Xiamen,China PR,False,away_win,0.4,0.8,0.0,0
6678,2024-11-19,North Korea,Uzbekistan,0,1,FIFA World Cup qualification,Vientiane,Laos,True,away_win,0.0,0.6,0.0,1
6677,2024-11-19,Brazil,Uruguay,1,1,FIFA World Cup qualification,Salvador,Brazil,False,draw,0.6,0.2,0.4,0
6676,2024-11-19,Chile,Venezuela,4,2,FIFA World Cup qualification,Santiago,Chile,False,home_win,0.0,0.0,0.2,0
6675,2024-11-19,Argentina,Peru,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,home_win,0.4,0.2,0.6,0
6674,2024-11-19,Colombia,Ecuador,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False,away_win,0.4,0.4,0.0,0
6679,2024-11-19,Kyrgyzstan,Iran,2,3,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,away_win,0.2,0.8,0.0,0
6753,2025-03-19,Eswatini,Cameroon,0,0,FIFA World Cup qualification,Mbombela,South Africa,True,draw,0.0,0.6,0.0,1
6754,2025-03-19,Liberia,Tunisia,0,1,FIFA World Cup qualification,Monrovia,Liberia,False,away_win,0.4,0.8,0.0,0
6755,2025-03-19,Central African Republic,Madagascar,1,4,FIFA World Cup qualification,Casablanca,Morocco,True,away_win,0.2,0.4,0.0,1
6787,2025-03-20,Zimbabwe,Benin,2,2,FIFA World Cup qualification,Durban,South Africa,True,draw,0.0,0.4,0.0,1
6794,2025-03-20,Comoros,Mali,0,3,FIFA World Cup qualification,Berkane,Morocco,True,away_win,0.6,0.2,0.0,1
6788,2025-03-20,Cape Verde,Mauritius,1,0,FIFA World Cup qualification,Praia,Cape Verde,False,home_win,0.4,0.2,0.0,0
6789,2025-03-20,Libya,Angola,1,1,FIFA World Cup qualification,Benghazi,Libya,False,draw,0.4,0.2,0.2,0
6793,2025-03-20,Malawi,Namibia,0,1,FIFA World Cup qualification,Lilongwe,Malawi,False,away_win,0.4,0.2,0.0,0
6791,2025-03-20,Gabon,Seychelles,3,0,FIFA World Cup qualification,Franceville,Gabon,False,home_win,0.6,0.0,0.0,0
6792,2025-03-20,Mozambique,Uganda,3,1,FIFA World Cup qualification,Cairo,Egypt,True,home_win,0.8,0.4,0.0,1
6786,2025-03-20,Sierra Leone,Guinea-Bissau,3,1,FIFA World Cup qualification,Monrovia,Liberia,True,home_win,0.4,0.2,0.0,1
6790,2025-03-20,Gambia,Kenya,3,3,FIFA World Cup qualification,Ebimpé,Ivory Coast,True,draw,0.2,0.4,0.0,1
6785,2025-03-20,Saudi Arabia,China PR,1,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,home_win,0.2,0.4,0.4,0
6780,2025-03-20,South Korea,Oman,1,1,FIFA World Cup qualification,Goyang,South Korea,False,draw,0.8,0.4,0.2,0
6783,2025-03-20,Japan,Bahrain,2,0,FIFA World Cup qualification,Saitama,Japan,False,home_win,0.8,0.0,0.2,0
6774,2025-03-20,Paraguay,Chile,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,home_win,0.6,0.2,0.0,0
6775,2025-03-20,Peru,Bolivia,3,1,FIFA World Cup qualification,Lima,Peru,False,home_win,0.2,0.4,0.2,0
6776,2025-03-20,Brazil,Colombia,2,1,FIFA World Cup qualification,Brasília,Brazil,False,home_win,0.4,0.4,0.2,0
6777,2025-03-20,Iran,United Arab Emirates,2,0,FIFA World Cup qualification,Tehran,Iran,False,home_win,0.8,0.4,0.6,0
6784,2025-03-20,Australia,Indonesia,5,1,FIFA World Cup qualification,Sydney,Australia,False,home_win,0.2,0.2,0.0,0
6779,2025-03-20,Qatar,North Korea,5,1,FIFA World Cup qualification,Al Rayyan,Qatar,False,home_win,0.4,0.0,0.0,0
6781,2025-03-20,Iraq,Kuwait,2,2,FIFA World Cup qualification,Basra,Iraq,False,draw,0.4,0.0,0.0,0
6782,2025-03-20,Jordan,Palestine,3,1,FIFA World Cup qualification,Amman,Jordan,False,home_win,0.4,0.0,0.2,0
6778,2025-03-20,Uzbekistan,Kyrgyzstan,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,home_win,0.6,0.2,0.2,0
6818,2025-03-21,Botswana,Algeria,1,3,FIFA World Cup qualification,Francistown,Botswana,False,away_win,0.4,0.6,0.0,0
6827,2025-03-21,Andorra,Latvia,0,1,FIFA World Cup qualification,Andorra la Vella,Andorra,False,away_win,0.2,0.2,0.0,0
6826,2025-03-21,England,Albania,2,0,FIFA World Cup qualification,London,England,False,home_win,0.6,0.6,0.4,0
6825,2025-03-21,Romania,Bosnia and Herzegovina,0,1,FIFA World Cup qualification,Bucharest,Romania,False,away_win,0.4,0.2,0.0,0
6824,2025-03-21,Cyprus,San Marino,2,0,FIFA World Cup qualification,Larnaca,Cyprus,False,home_win,0.0,0.0,0.0,0
6823,2025-03-21,Poland,Lithuania,1,0,FIFA World Cup qualification,Warsaw,Poland,False,home_win,0.4,0.2,0.0,0
6822,2025-03-21,Malta,Finland,0,1,FIFA World Cup qualification,Ta' Qali,Malta,False,away_win,0.0,0.4,0.0,0
